config,question_id,grade,topic,subtopic,difficulty,question,choices,correct_option,answer_value,solution_steps,answer_expression,source_chunks,retrieved_context_texts,router_topic,router_conf,moe_routed,math_checker_pass,note
C6,11,4,kpk_fpb,menentukan FPB,sulit,Diketahui dua bilangan 240 dan 360. Tentukan faktor persekutuan terbesar (FPB) dari kedua bilangan tersebut.,"[""A. 120"", ""B. 60"", ""C. 48"", ""D. 30""]",A,120,"[""Faktorkan masing-masing bilangan menjadi faktor prima:"", ""- 240 = 2^4 * 3 * 5"", ""- 360 = 2^3 * 3^2 * 5"", ""Temukan faktor-faktor yang sama pada kedua bilangan:"", ""- Faktor persekutuan: 2^3, 3, dan 5"", ""Hitung perkalian faktor-faktor persekutuan terbesar:"", ""FPB = 2^3 * 3 * 5 = 8 * 3 * 5 = 120""]",2^3 * 3 * 5,"[{""chunk_id"": ""chunk1"", ""source"": ""https://www.mathsisfun.com/numbers/greatest-common-factor.html""}]",[],kpk_fpb,0.8,True,True,C6-moe+cot PASS it-1
C6,12,4,pecahan,Pecahan Senilai,sulit,Sebuah permen dibagi menjadi 8 bagian. Bagian dari permen tersebut yang bernilai 1/2 sama dengan berapa banyak bagian dari permen tersebut?,"[""A. 3"", ""B. 4"", ""C. 5"", ""D. 6""]",B,4,"[""Jumlah total bagian permen adalah 8."", ""Bagian permen yang bernilai 1/2 dapat ditentukan dengan mengalikan jumlah total bagian dengan 1/2."", ""Maka, 1/2 x 8 = 4."", ""Jadi, bagian permen yang bernilai 1/2 sama dengan 4 bagian.""]",4,[],[],pecahan,1.0,True,True,C6-moe+cot PASS it-0
C6,13,4,pengukuran,panjang,mudah,"Sebuah kotak berisi 250 lembar kertas. Jika setiap lembar memiliki panjang 10 cm, berapa total panjang semua lembar kertas dalam meter?","[""A. 25 m"", ""B. 250 m"", ""C. 2,5 m"", ""D. 2500 m""]",A,25,"[""Setiap lembar kertas memiliki panjang 10 cm."", ""Jumlah lembar kertas adalah 250."", ""Total panjang semua lembar kertas dalam cm adalah 250 x 10 = 2500 cm."", ""Untuk mengubah cm menjadi m, kita membagi dengan 100 (sebab 1 m = 100 cm)."", ""Jadi, total panjang dalam m adalah 2500 / 100 = 25 m.""]",25,[],[],pengukuran,0.4,True,True,C6-moe+cot PASS it-1
C6,14,4,kpk_fpb,menentukan FPB,sedang,"Sebuah kotak berisi kelereng berwarna merah dan biru. Jika kelereng merah dapat dibagi menjadi 12 bagian sama besar dan kelereng biru dapat dibagi menjadi 18 bagian sama besar, maka berapa banyak kelereng yang paling banyak bisa dibagi menjadi bagian yang sama tanpa sisa?","[""A. 2"", ""B. 3"", ""C. 4"", ""D. 6""]",D,6,"[""1. Tentukan faktor dari 12 dan 18."", ""Faktor dari 12: 1, 2, 3, 4, 6, 12."", ""Faktor dari 18: 1, 2, 3, 6, 9, 18."", ""2. Identifikasi FPB dari 12 dan 18."", ""FPB dari 12 dan 18 adalah 6.""]",6,[],[],kpk_fpb,0.8,True,True,C6-moe+cot PASS it-1
C6,15,4,bilangan,nilai tempat dan urutan bilangan,mudah,"Urutkan bilangan dari yang terkecil ke yang terbesar: 23, 32, 12, 21.","[""A. 12, 21, 23, 32"", ""B. 21, 12, 23, 32"", ""C. 32, 23, 21, 12"", ""D. 23, 12, 32, 21""]",A,"12, 21, 23, 32","[""Identifikasi bilangan-bilangan yang diberikan: 23, 32, 12, 21."", ""Urutkan bilangan tersebut dari yang terkecil ke yang terbesar:"", ""12 < 21 < 23 < 32.""]",12 < 21 < 23 < 32,[],[],bilangan,0.4,True,False,C6-moe+cot max_iters
C6,16,4,geometri,Luas Bangun Datar,sedang,Sebuah persegi panjang memiliki lebar 12 cm dan panjang 18 cm. Berapakah luas persegi panjang tersebut?,"[""A. 108 cm²"", ""B. 216 cm²"", ""C. 288 cm²"", ""D. 360 cm²""]",B,216,"[""Hitung keliling persegi panjang menggunakan rumus keliling = 2(panjang + lebar)"", ""Substitusi nilai panjang dan lebar ke dalam rumus: 2(18 + 12) = 2(30) = 60 cm"", ""Hitung luas persegi panjang menggunakan rumus luas = panjang x lebar"", ""Substitusi nilai panjang dan lebar ke dalam rumus: 18 x 12 = 216 cm²""]",18 * 12,"[{""chunk_id"": ""chunk1"", ""source"": ""Sumber Belajar Matematika SD""}]",[],geometri,1.0,True,True,C6-moe+cot PASS it-1
C6,17,4,penjumlahan_pengurangan,,mudah,Sebuah toko menjual buku seharga Rp125.000 dan pulpen seharga Rp75.000. Jumlah total harga belanjaan tersebut adalah...,"[""A. Rp190.000"", ""B. Rp180.000"", ""C. Rp200.000"", ""D. Rp210.000""]",C,Rp200.000,"[""Hitung total harga belanjaan dengan menjumlahkan harga buku dan harga pulpen."", ""Harga buku = Rp125.000"", ""Harga pulpen = Rp75.000"", ""Total harga = Harga buku + Harga pulpen = Rp125.000 + Rp75.000"", ""Jumlahkan angka-angka tersebut:"", ""125.000 + 75.000 = 200.000""]",125.000 + 75.000 = 200.000,"[{""chunk_id"": ""1"", ""source"": ""Materi ini didasarkan pada konsep dasar penjumlahan dalam matematika.""}]",[],penjumlahan_pengurangan,0.8,True,False,C6-moe+cot max_iters
C6,18,4,geometri,volume kubus,sedang,Sebuah kubus memiliki panjang sisi sebesar 3 cm. Hitunglah volume kubus tersebut dalam satuan kubik centimeter (cm³).,"[""A. 12 cm³"", ""B. 27 cm³"", ""C. 36 cm³"", ""D. 48 cm³""]",B,27,"[""Volume kubus dapat dihitung menggunakan rumus V = s³, di mana s adalah panjang sisi kubus."", ""Dalam kasus ini, panjang sisi kubus adalah 3 cm."", ""Maka, substitusi nilai s ke dalam rumus: V = 3³"", ""V = 3 × 3 × 3"", ""V = 27 cm³""]",27,[],[],geometri,0.8,True,True,C6-moe+cot PASS it-0
C6,19,4,skala,denah dan peta,mudah,"Sebuah denah rumah menggunakan skala 1:50. Jika ukuran rumah di denah adalah 3 cm, berapa ukuran rumah sebenarnya dalam meter?","[""A. 1,2"", ""B. 1,5"", ""C. 2,0"", ""D. 2,5""]",B,"1,5","[""Skala 1:50 artinya 1 cm di denah mewakili 50 cm di sebenarnya."", ""Jadi, jika ukuran rumah di denah adalah 3 cm, maka ukurannya di sebenarnya adalah 3 x 50 = 150 cm."", ""Untuk mengubah dari cm ke m, kita perlu membagi hasil dengan 100 karena 1 meter = 100 cm."", ""Maka, ukuran rumah sebenarnya adalah 150 ÷ 100 = 1,5 meter.""]",150 ÷ 100,[],[],skala,1.0,True,True,C6-moe+cot PASS it-0
C6,20,4,bilangan,nilai tempat dan urutan bilangan,sedang,"Urutkan bilangan dari yang terkecil ke terbesar: 325, 235, 523, 352.","[""A. 235, 325, 352, 523"", ""B. 235, 352, 325, 523"", ""C. 325, 235, 352, 523"", ""D. 325, 235, 523, 352""]",A,"235, 325, 352, 523","[""Identifikasi posisi digit puluhan dan satuan dalam setiap bilangan:"", ""- 325: 3 (puluhan) dan 25 (satuan)"", ""- 235: 2 (puluhan) dan 35 (satuan)"", ""- 523: 5 (puluhan) dan 23 (satuan)"", ""- 352: 3 (puluhan) dan 52 (satuan)"", ""Urutkan berdasarkan digit puluhan terlebih dahulu:"", ""- 235 (2 puluhan) < 325 (3 puluhan) < 352 (3 puluhan) < 523 (5 puluhan)"", ""Jika digit puluhan sama, urutkan berdasarkan digit satuan:"", ""- 325 (25 satuan) < 352 (52 satuan) < 523 (23 satuan)""]","235, 325, 352, 523",[],[],bilangan,0.4,True,False,C6-moe+cot max_iters
C6,21,4,pengukuran,modus,sedang,"Sebuah kumpulan data memiliki frekuensi sebagai berikut: 3, 5, 7, 5, 8, 5, 9. Modus dari kumpulan data ini adalah...","[""A. 3"", ""B. 5"", ""C. 7"", ""D. 9""]",B,5,"[""Identifikasi nilai-nilai yang muncul dalam kumpulan data."", ""Perhatikan bahwa angka 3 muncul sekali, angka 7 muncul sekali, angka 8 muncul sekali, dan angka 9 muncul sekali."", ""Frekuensi angka 5 adalah tiga kali."", ""Angka 5 adalah yang muncul paling sering."", ""Jadi, modus dari kumpulan data tersebut adalah 5.""]",5,[],[],pengukuran,0.4,True,True,C6-moe+cot max_iters
C6,22,4,penjumlahan_pengurangan,,mudah,Sebuah toko menjual 34 buku dan kemudian menambah 27 buku lagi. Berapa total buku yang ada di toko?,"[""A. 61"", ""B. 81"", ""C. 95"", ""D. 100""]",C,95,"[""Tentukan jumlah buku yang ditambahkan: 34 + 27 = 61"", ""Jumlah total buku di toko sekarang adalah: 34 + 61 = 95""]",34 + 27 + 34,[],[],penjumlahan_pengurangan,0.8,True,True,C6-moe+cot PASS it-0
C6,23,4,skala,perbandingan skala,mudah,"Sebuah gambar menggunakan skala 1:200 untuk menunjukkan sebuah gedung. Jika panjang gedung di gambar adalah 5 cm, berapakah panjang gedung itu sebenarnya dalam meter?","[""A. 5 m"", ""B. 10 m"", ""C. 15 m"", ""D. 20 m""]",B,10,"[""Skala 1:200 berarti setiap 1 cm di gambar mewakili 200 cm di dunia nyata."", ""Jadi, untuk 5 cm di gambar, panjangnya sebenarnya adalah 5 x 200 = 1000 cm."", ""Konversi dari cm ke m: 1000 cm = 10 m.""]",10,[],[],skala,0.8,True,True,C6-moe+cot PASS it-1
C6,24,4,pecahan,Pecahan Campuran,sedang,"Sebuah kelereng dikocok dan ditemukan bahwa 3/4 dari kelerengnya berwarna merah. Jika total kelerengnya 8, bagaimana cara mengubah pecahan campuran ini menjadi pecahan biasa?","[""A. 1/2"", ""B. 3/4"", ""C. 5/8"", ""D. 6/8""]",D,6/8,"[""Pecahkan kelereng menjadi 4 bagian sama besar."", ""Jadi, 1 bagian = 8 ÷ 4 = 2 kelereng."", ""3 bagian merah = 3 × 2 = 6 kelereng."", ""Total kelereng = 8."", ""Jadi, pecahan campuran 3/4 dapat ditulis sebagai pecahan biasa 6/8.""]",6/8,[],[],pecahan,0.8,True,True,C6-moe+cot PASS it-0
C6,25,4,pengukuran,luas permukaan,mudah,"Sebuah kotak memiliki panjang 10 cm, lebar 5 cm, dan tinggi 8 cm. Berapakah luas permukaan kotak tersebut dalam cm²?","[""A. 600 cm²"", ""B. 800 cm²"", ""C. 1000 cm²"", ""D. 1200 cm²""]",D,1200,"[""Hitung keliling alas kotak:"", ""Keliling alas = 2 x (panjang + lebar) = 2 x (10 cm + 5 cm) = 30 cm"", ""Luas alas = keliling alas x tinggi = 30 cm x 8 cm = 240 cm²"", ""Hitung luas seluruh sisi:"", ""Luas seluruh sisi = 2 x (keliling alas x tinggi) + 2 x (keliling tutup x tinggi)"", ""Keliling tutup = 2 x (panjang + lebar) = 2 x (10 cm + 5 cm) = 30 cm"", ""Luas seluruh sisi = 2 x (240 cm²) + 2 x (30 cm x 8 cm) = 480 cm² + 480 cm² = 960 cm²"", ""Luas permukaan total = luas alas + luas seluruh sisi = 240 cm² + 960 cm² = 1200 cm²""]",1200,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/geometry/area-cuboid.html""}]",[],pengukuran,0.4,True,True,C6-moe+cot max_iters
C6,26,4,pengukuran,diskon,sedang,"Sebuah toko memberikan diskon 25% pada setiap barang. Jika harga barang sebelum diskon adalah 160 ribu rupiah, berapa harga barang setelah diberikan diskon?","[""A. 100 ribu rupiah"", ""B. 120 ribu rupiah"", ""C. 140 ribu rupiah"", ""D. 160 ribu rupiah""]",B,120 ribu rupiah,"[""Hitunglah diskon yang diterima: 25% dari 160 ribu rupiah."", ""Diskon = 25/100 × 160 = 40 ribu rupiah."", ""Harga setelah diskon = Harga awal - Diskon."", ""Harga setelah diskon = 160 ribu rupiah - 40 ribu rupiah = 120 ribu rupiah.""]",160 - (25/100 × 160),"[{""chunk_id"": ""id1"", ""source"": ""Contoh soal ini menggunakan konsep diskon yang sering diajarkan di kelas 4 SD. Diskon adalah persentase pengurangan harga barang. Misalkan diskon 25%, maka 25% dari harga awal adalah diskon yang diterima.""}]",[],pengukuran,0.4,True,False,C6-moe+cot max_iters
C6,27,4,kpk_fpb,menentukan FPB,mudah,Diketahui dua bilangan 24 dan 36. Berapakah faktor persekutuan terbesar (FPB) dari kedua bilangan tersebut?,"[""A. 6"", ""B. 8"", ""C. 12"", ""D. 18""]",C,12,"[""Faktorisasi prima dari 24 adalah: 2 x 2 x 2 x 3 = 2^3 x 3^1"", ""Faktorisasi prima dari 36 adalah: 2 x 2 x 3 x 3 = 2^2 x 3^2"", ""FPB adalah produk dari faktor-faktor yang sama dengan pangkat terendah:"", ""2^2 x 3^1 = 4 x 3 = 12"", ""Jadi, FPB dari 24 dan 36 adalah 12.""]",12,[],[],kpk_fpb,0.8,True,True,C6-moe+cot PASS it-0
C6,28,4,pengukuran,waktu,mudah,"Sebuah mobil melaju selama 3 jam dan 20 menit. Jika ditulis dalam format jam saja, berapa lama perjalanan itu?","[""A. 3 jam 20 menit"", ""B. 3 1/3 jam"", ""C. 3 jam 40 menit"", ""D. 3 1/2 jam""]",B,3 1/3,"[""Pertama, ubah 20 menit menjadi jam. Karena 1 jam = 60 menit, maka 20 menit = 20/60 jam."", ""Jadi, 20 menit = 1/3 jam."", ""Selanjutnya, tambahkan jam dan menit menjadi satu nilai. Jadi, 3 jam + 1/3 jam = 3 1/3 jam.""]",3 1/3 jam,"[{""chunk_id"": ""time_conversion"", ""source"": ""https://www.mathsisfun.com/time/converting-time.html""}]",[],pengukuran,0.8,True,False,C6-moe+cot max_iters
C6,29,4,pengukuran,waktu,sedang,Sebuah mobil melaju dengan kecepatan 60 kilometer per jam (km/jam). Berapa kecepatan ini dalam meter per menit (m/min)?,"[""A. 500"", ""B. 750"", ""C. 900"", ""D. 1000""]",D,1000,"[""1. Pertama, kita harus mengubah km/jam menjadi m/menit."", ""2. Sebuah kilometer sama dengan 1000 meter, jadi 60 km/jam sama dengan 60 x 1000 = 60000 meter/jam."", ""3. Ada 60 menit dalam setiap jam, jadi kita membagi 60000 meter/jam dengan 60 menit/jam."", ""4. Jadi, 60000 ÷ 60 = 1000 meter/menit.""]",1000,[],[],pengukuran,0.8,True,True,C6-moe+cot PASS it-0
C6,30,4,pengukuran,panjang dan satuan,sedang,"Sebuah anak tangga memiliki 12 step. Jika setiap step memiliki panjang 30 cm, berapakah total panjang anak tangga tersebut dalam meter?","[""A. 3,6"", ""B. 36"", ""C. 360"", ""D. 3600""]",A,"3,6","[""Setiap step memiliki panjang 30 cm."", ""Jumlah step dalam anak tangga adalah 12."", ""Maka, total panjang anak tangga dalam cm adalah 30 cm x 12 = 360 cm."", ""Untuk mengubah cm ke m, kita membagi dengan 100 (karena 1 m = 100 cm)."", ""Jadi, total panjang anak tangga dalam meter adalah 360 cm ÷ 100 = 3,6 m.""]",360 ÷ 100,[],[],pengukuran,1.0,True,True,C6-moe+cot PASS it-0
C6,31,4,perkalian_pembagian,,sedang,"Sebuah toko menjual buku dengan harga Rp 20.000 per buku. Jika Pak Ali membeli 5 buku, berapakah total harga belanjanya?","[""A. Rp 70.000"", ""B. Rp 80.000"", ""C. Rp 90.000"", ""D. Rp 100.000""]",D,100.000,"[""Harga satu buku adalah Rp 20.000."", ""Jumlah buku yang dibeli oleh Pak Ali adalah 5."", ""Untuk menghitung total harga, kita perlu mengalikan harga satu buku dengan jumlah buku yang dibeli."", ""Total harga = Harga satu buku × Jumlah buku = Rp 20.000 × 5.""]",20.000 × 5,[],[],perkalian_pembagian,1.0,True,True,C6-moe+cot PASS it-0
C6,32,4,perkalian_pembagian,,mudah,"Sebuah kantin sekolah menjual es krim. Jika setiap mangkuk es krim mengandung 6 potong es krim dan kantin menjual 12 mangkuk es krim, berapa total potongan es krim yang dijual?","[""A. 72"", ""B. 84"", ""C. 90"", ""D. 108""]",A,72,"[""Masing-masing mangkuk es krim mengandung 6 potong es krim."", ""Jadi, jika kantin menjual 12 mangkuk es krim, kita perlu mengalikan jumlah mangkuk dengan jumlah potongan dalam setiap mangkuk."", ""Total potongan es krim = 6 potong/mangkuk × 12 mangkuk"", ""Total potongan es krim = 72 potong""]",6 × 12,[],[],perkalian_pembagian,1.0,True,True,C6-moe+cot PASS it-0
C6,33,4,bilangan,nilai tempat dan urutan bilangan,sedang,"Urutkan bilangan 234, 123, dan 321 dari yang terkecil ke yang terbesar.","[""A. 123, 234, 321"", ""B. 234, 123, 321"", ""C. 123, 321, 234"", ""D. 321, 234, 123""]",A,"123, 234, 321","[""Berdasarkan nilai tempat, bilangan tersebut dapat diperlihatkan sebagai berikut:"", ""- 234 memiliki digit puluhan 3, ratusan 2, dan satuan 4."", ""- 123 memiliki digit puluhan 2, ratusan 1, dan satuan 3."", ""- 321 memiliki digit puluhan 2, ratusan 3, dan satuan 1."", ""Mengurutkan bilangan dari yang terkecil ke yang terbesar:"", ""- 123 (terkecil karena memiliki angka terendah di ratusan tempat)"", ""- 234 (terbesar karena memiliki angka tertinggi di ratusan tempat)"", ""- 321 (dalam urutan selanjutnya)""]",123 < 234 < 321,"[{""chunk_id"": ""bilangan_terkecil_terbesar"", ""source"": ""https://www.mathsisfun.com/numbers/order-numbers.html""}]",[],bilangan,0.4,True,False,C6-moe+cot max_iters
C6,34,4,kpk_fpb,menentukan KPK,sulit,Diketahui dua bilangan 36 dan 48. Tentukan KPK dari kedua bilangan tersebut.,"[""A. 12"", ""B. 24"", ""C. 48"", ""D. 144""]",D,144,"[""Buat faktorisasi prima dari masing-masing bilangan:"", ""- Faktorisasi prima 36: \\(2^2 \times 3^2\\)"", ""- Faktorisasi prima 48: \\(2^4 \times 3\\)"", ""Temukan pangkat maksimum dari setiap faktor:"", ""- Pangkat maksimum dari 2: 4 (dari 48)"", ""- Pangkat maksimum dari 3: 2 (dari 36)"", ""Hitung KPK dengan mengalikan faktor-faktor tersebut:"", ""KPK = \\(2^4 \times 3^2 = 16 \times 9 = 144\\)""]",144,[],[],kpk_fpb,0.8,True,True,C6-moe+cot PASS it-0
C6,35,4,kpk_fpb,menentukan KPK,mudah,KPK dari 6 dan 8 adalah...?,"[""A. 4"", ""B. 6"", ""C. 8"", ""D. 24""]",D,24,"[""KPK adalah bilangan terkecil yang dapat dibagi oleh kedua bilangan tersebut."", ""Cari faktor persekutuan terbesar (FPB) dari 6 dan 8:"", ""- Faktor dari 6: 1, 2, 3, 6"", ""- Faktor dari 8: 1, 2, 4, 8"", ""Identifikasi faktor persekutuan yang paling besar:"", ""- Faktor persekutuan dari 6 dan 8: 1, 2"", ""Pilih faktor persekutuan yang paling besar yaitu 2."", ""Karena FPB dari 6 dan 8 adalah 2, maka KPKnya dapat dicari dengan membagi hasil perkalian kedua bilangan dengan FPB tersebut:"", ""KPK = (6 x 8) / 2 = 48 / 2 = 24"", ""Jadi, KPK dari 6 dan 8 adalah 24.""]",24,[],[],kpk_fpb,0.8,True,True,C6-moe+cot PASS it-1
