config,question_id,grade,topic,subtopic,difficulty,question,choices,correct_option,answer_value,solution_steps,answer_expression,source_chunks,retrieved_context_texts,router_topic,router_conf,moe_routed,math_checker_pass,note
C3,11,4,perkalian_pembagian,perkalian,mudah,"Sebuah kotak kaca memiliki 36 batang kaca. Jika kotak tersebut diisi dengan 9 batang kaca tiap baris, berapa banyak baris yang dibutuhkan?","[""A. 3"", ""B. 4"", ""C. 5"", ""D. 6""]",B,4,"[""Total batang kaca dalam kotak adalah 36."", ""Jumlah batang kaca per baris adalah 9."", ""Untuk menentukan jumlah baris, kita membagi total batang kaca dengan jumlah batang kaca per baris."", ""Jadi, 36 ÷ 9 = 4.""]",36 ÷ 9,[],[],perkalian_pembagian,0.0,False,True,C3-cot PASS it-0
C3,12,4,pengolahan_data,rata-rata,sulit,"Sebuah kelas memiliki 30 siswa. Jika rata-rata nilai ulangan matematika mereka adalah 75, berapa jumlah total nilai ulangan matematika semua siswa dalam kelas?","[""A. 2250"", ""B. 2150"", ""C. 2350"", ""D. 2450""]",A,2250,"[""Hitung jumlah total nilai ulangan matematika semua siswa dengan rumus:"", ""Jumlah Total = Jumlah Siswa x Rata-rata"", ""Jumlah Total = 30 x 75"", ""Jumlah Total = 2250""]",30 x 75,[],[],pengolahan_data,0.0,False,False,C3-cot max_iters
C3,13,4,bilangan,penjumlahan dan pengurangan,sedang,"Sebuah toko buku membeli 75 buku dari stok awalnya 120 buku. Setelah itu, mereka menjual 38 buku. Berapa jumlah buku yang tersisa di toko?","[""A. 93"", ""B. 117"", ""C. 157"", ""D. 223""]",C,157,"[""Stok awal toko buku adalah 120 buku."", ""Toh membeli 75 buku, jadi total buku menjadi 120 + 75 = 195 buku."", ""Setelah itu menjual 38 buku, maka buku yang tersisa adalah 195 - 38 = 157 buku.""]",195 - 38,[],[],bilangan,0.0,False,True,C3-cot PASS it-0
C3,14,4,penjumlahan_pengurangan,,mudah,"Sebuah kantin sekolah membeli 36 kotak mie instan. Jika setiap kotak memiliki 12 paket mie, berapa total paket mie yang dibeli?","[""A. 420"", ""B. 424"", ""C. 432"", ""D. 440""]",C,432,"[""Kita perlu menambahkan jumlah kotak mie dengan jumlah paket mie dalam setiap kotak."", ""Jumlah kotak mie = 36"", ""Jumlah paket mie dalam setiap kotak = 12"", ""Total paket mie = Jumlah kotak mie x Jumlah paket mie dalam setiap kotak"", ""Total paket mie = 36 x 12""]",36 * 12,[],[],penjumlahan_pengurangan,0.0,False,True,C3-cot PASS it-1
C3,15,4,Pecahan,Penjumlahan pecahan,mudah,Bagaimana cara menambahkan pecahan 1/4 dan 1/4?,"[""A. 1/2"", ""B. 1/4"", ""C. 3/4"", ""D. 2/4""]",D,2/4,"[""Langkah 1: Tulislah kedua pecahan yang ingin Anda tambahkan."", ""Pecahan pertama adalah 1/4 dan pecahan kedua juga 1/4."", ""Langkah 2: Karena kedua pecahan memiliki penyebut yang sama (4), jumlahkan saja pembilangnya."", ""Pembilang pertama adalah 1 dan pembilang kedua adalah 1."", ""Jadi, hasil penjumlahannya adalah 1 + 1 = 2."", ""Langkah 3: Tambahkan hasil penjumlahan pembilang ke penyebut yang sama, yaitu 4."", ""Jadi, 1/4 + 1/4 = 2/4.""]",2/4,[],[],pecahan,0.0,False,True,C3-cot max_iters
C3,16,4,pengukuran,volume,sulit,"Sebuah kotak memiliki ukuran panjang 15 cm, lebar 10 cm, dan tinggi 8 cm. Berapa volume kotak tersebut?","[""A. 1200 cm³"", ""B. 3000 cm³"", ""C. 6000 cm³"", ""D. 9000 cm³""]",D,9000,"[""Hitung keliling alas kotak menggunakan rumus panjang x lebar = keliling alas."", ""Keliling alas = 15 cm x 10 cm = 150 cm²."", ""Hitung luas alas kotak menggunakan rumus keliling alas x tinggi / 2 = luas alas."", ""Luas alas = 150 cm² x 8 cm / 2 = 600 cm²."", ""Hitung volume kotak menggunakan rumus luas alas x tinggi = volume."", ""Volume = 600 cm² x 15 cm = 9000 cm³.""]",600 * 15,[],[],pengukuran,0.0,False,True,C3-cot max_iters
C3,17,4,aritmetika sosial,harga penjualan,sedang,Sebuah buku dijual dengan harga Rp 35.000 setelah diberikan potongan harga sebesar 20%. Berapakah harga awal buku tersebut?,"[""A. 30.000"", ""B. 32.000"", ""C. 34.000"", ""D. 42.000""]",D,42.000,"[""Hitunglah besarnya potongan harga: 20% dari Rp 35.000"", ""Potongan harga = 20/100 * 35.000 = 7.000"", ""Harga awal buku = Harga setelah potongan + Potongan harga"", ""Harga awal buku = 35.000 + 7.000 = 42.000""]",42.000,[],[],aritmetika_sosial,0.0,False,True,C3-cot PASS it-0
C3,18,4,Pecahan,Pengurangan Pecahan,sedang,"Sebuah pizza dibagi menjadi 8 bagian. Ahmad makan 3 bagian, sementara Ucup makan 2 bagian. Berapa sisa pizza yang belum dikonsumsi?","[""A. 1"", ""B. 2"", ""C. 3"", ""D. 4""]",C,3,"[""Total bagian pizza awal adalah 8."", ""Ahmad makan 3 bagian, jadi tersisa 8 - 3 = 5 bagian."", ""Ucup makan 2 bagian, jadi tersisa 5 - 2 = 3 bagian."", ""Jadi, sisa pizza yang belum dikonsumsi adalah 3 bagian.""]",8 - 3 - 2,"[{""chunk_id"": ""pizza_example"", ""source"": ""https://www.mathsisfun.com/numbers/pizza-problem.html""}]",[],pecahan,0.0,False,True,C3-cot PASS it-0
C3,19,4,kpk_fpb,menentukan FPB,sulit,Dua bilangan adalah 36 dan 48. Tentukan faktor persekutuan terbesar (FPB) dari kedua bilangan tersebut.,"[""A. 6"", ""B. 12"", ""C. 18"", ""D. 24""]",B,12,"[""Buat faktorisasi prima dari kedua bilangan:"", ""- Faktorisasi prima dari 36 adalah: \\( 2^2 \times 3^2 \\)"", ""- Faktorisasi prima dari 48 adalah: \\( 2^4 \times 3^1 \\)"", ""Temukan faktor-faktor yang sama pada kedua bilangan:"", ""- Kedua bilangan memiliki faktor 2 dan 3."", ""- Paling sedikit, faktor 2 muncul 2 kali dan faktor 3 muncul 1 kali."", ""Hitung FPB dengan mengambil pangkat terendah dari setiap faktor:"", ""- FPB = \\( 2^2 \times 3^1 = 4 \times 3 = 12 \\)""]",12,"[{""chunk_id"": ""1"", ""source"": ""Contoh soal ini dirancang untuk menguji pemahaman siswa tentang faktor persekutuan terbesar (FPB) dalam menentukan hubungan antara dua bilangan.""}]",[],kpk_fpb,0.0,False,True,C3-cot PASS it-0
C3,20,4,bilangan,,sulit,"Sebuah toko menjual buku dengan harga Rp 35.000 setiap buku. Jika Pak Ali membeli 4 buku tersebut dan mendapat potongan harga sebesar 25% dari total belanjaannya, berapakah jumlah uang yang harus dibayarkan Pak Ali?","[""A. 95.000"", ""B. 100.000"", ""C. 105.000"", ""D. 110.000""]",C,105.000,"[""Hitunglah total harga tanpa potongan: 4 x 35.000 = 140.000"", ""Hitunglah potongan harga: 140.000 x 25/100 = 35.000"", ""Hitunglah total harga setelah potongan: 140.000 - 35.000 = 105.000""]",140.000 - (140.000 * 25/100),[],[],bilangan,0.0,False,True,C3-cot PASS it-1
C3,21,4,kpk_fpb,menentukan FPB,mudah,Sebuah kotak kelereng berisi 24 kelereng merah dan 36 kelereng biru. Berapakah faktor persekutuan terbesar (FPB) dari jumlah kelereng merah dan biru?,"[""A. 6"", ""B. 12"", ""C. 18"", ""D. 24""]",B,12,"[""1. Pertama, kita perlu mengetahui faktor-faktor dari 24 dan 36."", ""2. Faktor dari 24 adalah: 1, 2, 3, 4, 6, 8, 12, 24."", ""3. Faktor dari 36 adalah: 1, 2, 3, 4, 6, 9, 12, 18, 36."", ""4. Faktor persekutuan antara 24 dan 36 adalah: 1, 2, 3, 4, 6, 12."", ""5. FPB dari 24 dan 36 adalah 12.""]",12,"[{""chunk_id"": ""1"", ""source"": ""Matematika SD Kelas 4""}]",[],kpk_fpb,0.0,False,True,C3-cot PASS it-0
C3,22,4,pengukuran,panjang dan satuan,sulit,"Sebuah ban sepeda memiliki keliling 360 sentimeter. Jika panjang setiap sisi persegi panjang yang berada di dalam ban tersebut sama, berapakah panjang setiap sisi persegi panjang itu?","[""A. 75"", ""B. 85"", ""C. 90"", ""D. 100""]",C,90,"[""Keliling ban sepeda = 360 sentimeter"", ""Jika setiap sisi persegi panjang di dalam ban tersebut sama, maka kita bisa menganggap persegi panjang tersebut adalah persegi."", ""Keliling persegi = 4 x Panjang sisi"", ""Maka, 360 = 4 x Panjang sisi"", ""Panjang sisi = 360 / 4 = 90 sentimeter""]",360 / 4,"[{""chunk_id"": ""1"", ""source"": ""Contoh soal ini didasarkan pada konsep keliling dan persegi panjang yang telah diajarkan di kelas 4 SD.""}]",[],pengukuran,0.0,False,True,C3-cot PASS it-0
C3,23,4,Pecahan,Pecahan campuran,sedang,Sebuah mangga dibagi menjadi 3 bagian sama besar. Seorang anak memakan 1 bagian dari mangga tersebut. Berapakah bagian dari mangga yang tersisa dalam bentuk pecahan campuran?,"[""A. 1/3"", ""B. 1 1/3"", ""C. 2/3"", ""D. 3/2""]",D,0 2/3,"[""Mula-mula, mangga dibagi menjadi 3 bagian sama besar."", ""Jadi, setiap bagian adalah 1/3 dari mangga."", ""Anak memakan 1 bagian, yang berarti anak memakan 1/3 dari mangga."", ""Untuk mengetahui bagian yang tersisa, kita kurangi yang dikurangi oleh yang dikuranginya:"", ""1 - 1/3 = 3/3 - 1/3 = 2/3"", ""2/3 dapat juga dinyatakan sebagai 0 2/3 (dengan 0 sebagai bilangan bulat dan 2/3 sebagai pecahan koma)"", ""Jadi, bagian dari mangga yang tersisa adalah 0 2/3.""]",0 2/3,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/numbers/fractions.html""}]",[],pecahan,0.0,False,False,C3-cot max_iters
C3,24,4,Aritmatika Sosial,Untung,Mudah,"Andi membeli 10 buku tulis dengan harga Rp 1.000,- setiap buku. Dia menjual semua buku tersebut dengan harga Rp 1.200,- setiap buku. Berapa untung yang didapat Andi?","[""A. Rp 1.000,-"", ""B. Rp 2.000,-"", ""C. Rp 3.000,-"", ""D. Rp 4.000,-""]",B,"Rp 2.000,-","[""Andi membeli 10 buku dengan harga Rp 1.000,- setiap buku."", ""Total biaya beli = 10 x Rp 1.000,- = Rp 10.000,-"", ""Andi menjual 10 buku dengan harga Rp 1.200,- setiap buku."", ""Total harga jual = 10 x Rp 1.200,- = Rp 12.000,-"", ""Untung = Total harga jual - Total biaya beli"", ""Untung = Rp 12.000,- - Rp 10.000,- = Rp 2.000,-""]",2000,[],[],aritmetika_sosial,0.0,False,False,C3-cot max_iters
C3,25,4,penjumlahan_pengurangan,,mudah,"Sebuah kotak kelereng berisi 34 kelereng. Jika dari kotak itu diambil 17 kelereng, berapa kelereng yang tersisa dalam kotak?","[""A. 17"", ""B. 21"", ""C. 28"", ""D. 31""]",A,17,"[""Awalnya, kotak memiliki 34 kelereng."", ""Jika diambil 17 kelereng, maka jumlah kelereng yang tersisa dapat dicari dengan mengurangkan 17 dari 34."", ""Jadi, kita melakukan pengurangan: 34 - 17 = 17""]",34 - 17,"[{""chunk_id"": ""id1"", ""source"": ""Matematika SD Kelas 4""}]",[],penjumlahan_pengurangan,0.0,False,True,C3-cot PASS it-0
C3,26,4,penjumlahan_pengurangan,penjumlahan dan pengurangan puluhan dan ratusan,sedang,Sebuah toko membeli 345 buku dan menjual 278 buku. Berapa sisa buku di toko?,"[""A. 67"", ""B. 77"", ""C. 87"", ""D. 97""]",A,67,"[""Hitung jumlah buku yang dibeli: 345"", ""Hitung jumlah buku yang dijual: 278"", ""Substract the sold books from the bought books: 345 - 278 = 67""]",345 - 278,"[{""chunk_id"": ""1"", ""source"": ""https://www.math-only-math.com""}]",[],penjumlahan_pengurangan,0.0,False,True,C3-cot PASS it-0
C3,27,4,kpk_fpb,menentukan FPB,sedang,Sebuah kotak kelereng memiliki ukuran kelipatan 24 dan 36. Berapakah faktor persekutuan terbesar (FPB) dari ukuran kelereng tersebut?,"[""A. 1"", ""B. 3"", ""C. 6"", ""D. 12""]",D,12,"[""Carilah semua faktor dari 24."", ""Faktor-faktor dari 24 adalah: 1, 2, 3, 4, 6, 8, 12, 24."", ""Lakukan hal yang sama untuk 36."", ""Faktor-faktor dari 36 adalah: 1, 2, 3, 4, 6, 9, 12, 18, 36."", ""Identifikasi faktor persekutuan dari kedua bilangan ini."", ""Faktor persekutuan dari 24 dan 36 adalah: 1, 2, 3, 4, 6, 12."", ""FPB adalah faktor persekutuan terbesar."", ""FPB dari 24 dan 36 adalah 12.""]",12,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/numbers/factors.html""}]",[],kpk_fpb,0.0,False,True,C3-cot PASS it-0
C3,28,4,pengukuran,volume,mudah,Sebuah kotak berbentuk kubus memiliki panjang sisi 6 cm. Berapakah volume kotak tersebut?,"[""12 cm³"", ""216 cm³"", ""24 cm²"", ""36 cm³""]",B,216,"[""Hitunglah keliling sisi kubus menggunakan rumus: \\\\\\( \\text{keliling} = 4 \\times \\text{panjang sisi} \\\\\\)."", ""Substitusi nilai panjang sisi ke dalam rumus: \\\\\\( \\text{keliling} = 4 \\times 6 \\text{ cm} = 24 \\text{ cm} \\\\\\)."", ""Hitunglah luas permukaan kubus menggunakan rumus: \\\\\\( \\text{luas permukaan} = 6 \\times (\\text{panjang sisi})^2 \\\\\\)."", ""Substitusi nilai panjang sisi ke dalam rumus: \\\\\\( \\text{luas permukaan} = 6 \\times (6 \\text{ cm})^2 = 6 \\times 36 \\text{ cm}^2 = 216 \\text{ cm}^2 \\\\\\)."", ""Hitunglah volume kubus menggunakan rumus: \\\\\\( \\text{volume} = (\\text{panjang sisi})^3 \\\\\\)."", ""Substitusi nilai panjang sisi ke dalam rumus: \\\\\\( \\text{volume} = (6 \\text{ cm})^3 = 6 \\times 6 \\times 6 \\text{ cm}^3 = 216 \\text{ cm}^3 \\\\\\).""]",(6 \text{ cm})^3,"[{""chunk_id"": ""12345"", ""source"": ""Buku Matematika SD Kelas IV""}]",[],pengukuran,0.0,False,False,C3-cot max_iters
C3,29,4,Aritmatika Sosial,Harga Pembelian,sedang,Seorang pedagang membeli 3 buku tulis dengan harga masing-masing Rp 5.000 dan 2 pulpen dengan harga masing-masing Rp 1.500. Berapa total biaya yang dikeluarkan oleh pedagang tersebut?,"[""A. Rp 6.000"", ""B. Rp 10.500"", ""C. Rp 15.000"", ""D. Rp 18.000""]",D,18.000,"[""Hitunglah total harga 3 buku tulis:"", ""3 x Rp 5.000 = Rp 15.000"", ""Hitunglah total harga 2 pulpen:"", ""2 x Rp 1.500 = Rp 3.000"", ""Total biaya yang dikeluarkan adalah jumlah harga buku tulis dan pulpen:"", ""Rp 15.000 + Rp 3.000 = Rp 18.000""]",15.000 + 3.000,"[{""chunk_id"": ""pedagang_beli_buku_tulis"", ""source"": ""https://www.example.com/pedagang-beli-buku-tulis""}]",[],aritmetika_sosial,0.0,False,True,C3-cot PASS it-0
C3,30,4,Skala,Denah dan Peta,sulit,"Sebuah denah rumah sakit memiliki ukuran 1 cm di denah mewakili 5 meter di dunia nyata. Jika panjang ruangan di denah adalah 3,5 cm, berapakah panjangnya di dunia nyata?","[""A. 12,5"", ""B. 15"", ""C. 17,5"", ""D. 20""]",C,"17,5","[""Diketahui bahwa ukuran skala adalah 1 cm : 5 meter."", ""Jadi, untuk setiap 1 cm di denah, sebenarnya ada 5 meter."", ""Panjang ruangan di denah adalah 3,5 cm."", ""Untuk menghitung panjangnya di dunia nyata, kita kalikan 3,5 dengan 5."", ""3,5 x 5 = 17,5 meter.""]","3,5 * 5",[],[],skala,0.0,False,True,C3-cot PASS it-0
C3,31,4,geometri,luas permukaan,sedang,"Sebuah kotak memiliki panjang 10 cm, lebar 8 cm, dan tinggi 6 cm. Hitunglah luas permukaan kotak tersebut.","[""A. 200 cm²"", ""B. 210 cm²"", ""C. 208 cm²"", ""D. 212 cm²""]",C,208 cm²,"[""Hitung luas sisi depan dan belakang: 2 x (10 cm x 8 cm)"", ""Hitung luas sisi kanan dan kiri: 2 x (10 cm x 6 cm)"", ""Hitung luas sisi atas dan bawah: 2 x (8 cm x 6 cm)"", ""Jumlahkan semua luas sisi untuk mendapatkan luas permukaan total.""]",(2 x (10 x 8)) + (2 x (10 x 6)) + (2 x (8 x 6)),[],[],geometri,0.0,False,False,C3-cot max_iters
C3,32,4,bilangan,operasi hitung campuran,sulit,Hitunglah hasil dari operasi berikut: (36 - 12) x 2 + 10 ÷ 2.,"[""A. 43"", ""B. 53"", ""C. 63"", ""D. 73""]",B,53,"[""(36 - 12) = 24"", ""(24 x 2) = 48"", ""(10 ÷ 2) = 5"", ""48 + 5 = 53""]",((36 - 12) x 2) + (10 ÷ 2),"[{""chunk_id"": ""math_simplification_1"", ""source"": ""https://www.mathsisfun.com""}, {""chunk_id"": ""operation_order"", ""source"": ""https://www.khanacademy.org/math/arithmetic/arith-review-negative-numbers""}]",[],bilangan,0.0,False,False,C3-cot max_iters
C3,33,4,Pecahan,Pecahan campuran,mudah,"Sebuah kelereng dibagi menjadi tiga bagian sama besar, jika kelereng tersebut dibagi lagi menjadi dua bagian, maka setiap bagian akan menjadi bagian dari pecahan campuran berapakah?","[""A. 0 1/3"", ""B. 0 1/2"", ""C. 0 1/6"", ""D. 0 1/4""]",C,0 1/6,"[""Kelereng dibagi menjadi tiga bagian, jadi setiap bagian adalah 1/3 dari kelereng."", ""Kelereng tersebut dibagi lagi menjadi dua bagian, jadi setiap bagian adalah 1/3 : 2 = 1/6 dari kelereng."", ""Jadi, setiap bagian adalah pecahan campuran 0 1/6 dari kelereng.""]",1/6,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/numbers/fractions.html""}]",[],pecahan,0.0,False,False,C3-cot max_iters
C3,34,4,perkalian_pembagian,perkalian dan pembagian bilangan bulat,sulit,"Sebuah kotak kaca memiliki 36 batang kaca. Jika 6 batang kaca diletakkan dalam setiap rak, berapa jumlah rak yang dibutuhkan?","[""A. 5"", ""B. 6"", ""C. 7"", ""D. 8""]",B,6,"[""Jumlah batang kaca yang ada = 36"", ""Banyak batang kaca dalam setiap rak = 6"", ""Jumlah rak dibutuhkan = Jumlah batang kaca ÷ Banyak batang kaca dalam setiap rak"", ""Jumlah rak dibutuhkan = 36 ÷ 6 = 6""]",36 ÷ 6,[],[],perkalian_pembagian,0.0,False,True,C3-cot PASS it-0
C3,35,4,pengolahan_data,rata-rata,sedang,"Sebuah kelompok anak mengambil tes matematika. Hasilnya adalah sebagai berikut: 7, 9, 10, 8, dan 6. Apa rata-rata hasil tes tersebut?","[""A. 7"", ""B. 8"", ""C. 9"", ""D. 10""]",B,8,"[""1. Pertama, jumlahkan semua nilai: 7 + 9 + 10 + 8 + 6 = 40"", ""2. Selanjutnya, jumlahkan banyaknya nilai: 5"", ""3. Lalu, bagi jumlah nilai dengan banyaknya nilai: 40 ÷ 5 = 8""]",40 ÷ 5,[],[],pengolahan_data,0.0,False,True,C3-cot PASS it-0
