config,question_id,grade,topic,subtopic,difficulty,question,choices,correct_option,answer_value,solution_steps,answer_expression,source_chunks,retrieved_context_texts,router_topic,router_conf,moe_routed,math_checker_pass,note
C0,13,4,pengukuran,volume,sulit,"Sebuah kotak berbentuk balok memiliki panjang 20 cm, lebar 15 cm, dan tinggi 10 cm. Jika diketahui bahwa 1 cm³ = 1 ml, berapa liter volume kotak tersebut?","[""A. 2 liter"", ""B. 3 liter"", ""C. 4 liter"", ""D. 5 liter""]",B,3,"[""Hitunglah volume kotak menggunakan rumus balok: Volume = panjang × lebar × tinggi."", ""Substitusi nilai-nilai yang diberikan ke dalam rumus: Volume = 20 cm × 15 cm × 10 cm."", ""Hitung hasil perkalian: Volume = 3000 cm³."", ""Konversi dari cm³ ke liter: 1 cm³ = 1 ml, jadi 3000 cm³ = 3000 ml."", ""Karena 1000 ml = 1 liter, maka 3000 ml = 3000 ÷ 1000 = 3 liter.""]",3 liter,[],[],pengukuran,0.0,False,False,C0-baseline
C0,14,4,Skala,Denah dan Peta,Mudah,"Sebuah denah rumah memiliki skala 1 : 50. Jika panjang rumah pada denah adalah 20 cm, berapakah panjang rumah sebenarnya dalam meter?","[""A. 0,2 m"", ""B. 0,3 m"", ""C. 0,4 m"", ""D. 0,5 m""]",C,"0,4","[""Diketahui skala denah 1 : 50."", ""Panjang rumah pada denah adalah 20 cm."", ""Untuk menghitung panjang sebenarnya, kita perlu membagi panjang pada denah dengan skala."", ""Jadi, panjang rumah sebenarnya = 20 cm ÷ 50 = 0,4 cm."", ""Karena 1 cm sama dengan 1 meter, maka 0,4 cm sama dengan 0,4 meter.""]","0,4 m",[],[],skala,0.0,False,False,C0-baseline
C0,15,4,skala,jarak sebenarnya,sedang,"Sebuah gambar menggunakan skala 1:50. Jika panjang sebuah gedung dalam gambar adalah 10 cm, berapa jarak sebenarnya gedung tersebut?","[""A. 2 m"", ""B. 5 m"", ""C. 10 m"", ""D. 20 m""]",B,5 m,"[""Skala 1:50 artinya 1 cm dalam gambar mewakili 50 cm di dunia nyata."", ""Jadi, 10 cm dalam gambar mewakili 10 x 50 = 500 cm di dunia nyata."", ""Konversi 500 cm ke meter: 500 cm = 5 m.""]",500 : 100 = 5,"[{""chunk_id"": ""1"", ""source"": ""Contoh soal ini diadaptasi dari buku matematika kelas 4 edisi revisi 2021""}]",[],skala,0.0,False,False,C0-baseline
C0,16,4,geometri,luas bangun datar,mudah,Sebuah persegi memiliki panjang sisi 5 cm. Berapa luas persegi tersebut?,"[""A. 15 cm²"", ""B. 20 cm²"", ""C. 25 cm²"", ""D. 30 cm²""]",C,25,"[""Hitung keliling persegi pertama dengan menggunakan rumus: Keliling = 4 x sisi"", ""Substitusi nilai sisi ke dalam rumus: Keliling = 4 x 5 cm = 20 cm"", ""Hitung luas persegi dengan menggunakan rumus: Luas = sisi x sisi"", ""Substitusi nilai sisi ke dalam rumus: Luas = 5 cm x 5 cm = 25 cm²""]",25 cm²,[],[],geometri,0.0,False,False,C0-baseline
C0,17,4,skala,perbandingan skala,sedang,"Sebuah gambar menggunakan skala 1:50. Jika panjang sebenarnya dari suatu objek adalah 200 cm, berapa panjang objek tersebut dalam gambar?","[""A. 2 cm"", ""B. 4 cm"", ""C. 8 cm"", ""D. 10 cm""]",B,4 cm,"[""Identifikasi skala: 1:50"", ""Konversi panjang sebenarnya ke satuan yang sama: 200 cm = 2 m"", ""Hitung ukuran objek dalam gambar: 2 m * (1/50) = 0,04 m"", ""Ubah hasil ke dalam satuan yang lebih mudah dipahami: 0,04 m = 4 cm""]",4 cm,[],[],skala,0.0,False,False,C0-baseline
C0,18,4,penjumlahan_pengurangan,,sedang,"Sebuah kantin sekolah membeli 23 kg beras dan 17 kg gula pasir. Jika mereka membeli total 40 kg bahan makanan tersebut, berapakah berat beras yang dibeli? Tuliskan jawabannya dalam kilogram.","[""A. 16 kg"", ""B. 23 kg"", ""C. 30 kg"", ""D. 40 kg""]",B,23,"[""Total bahan makanan yang dibeli adalah 23 kg beras + 17 kg gula pasir."", ""Jumlah total bahan makanan = 23 + 17 = 40 kg."", ""Untuk mengetahui berat beras yang dibeli, kurangi total bahan makanan dengan berat gula pasir."", ""Berat beras = Total bahan makanan - Berat gula pasir = 40 kg - 17 kg = 23 kg.""]",23 kg,[],[],penjumlahan_pengurangan,0.0,False,False,C0-baseline
C0,19,4,FPB (Faktor Persekutuan Terbesar),Menentukan FPB,sulit,"Sebuah kelas memiliki 24 anak dan 36 siswa. Banyaknya kelompok yang dapat dibentuk jika setiap kelompok harus memiliki jumlah anak yang sama dan jumlah siswa yang sama, serta membagi semua siswa tanpa sisa. Berapakah banyaknya kelompok maksimum?","[""A. 4"", ""B. 6"", ""C. 8"", ""D. 12""]",D,12,"[""Carilah faktor-faktor dari 24 dan 36."", ""Faktor dari 24: 1, 2, 3, 4, 6, 8, 12, 24"", ""Faktor dari 36: 1, 2, 3, 4, 6, 9, 12, 18, 36"", ""Identifikasi faktor persekutuan terbesar (FPB) dari 24 dan 36."", ""FPB dari 24 dan 36 adalah 12."", ""Jadi, banyaknya kelompok maksimum yang dapat dibentuk adalah 12.""]",12,"[{""chunk_id"": ""1"", ""source"": ""Matematika SD Kelas 4""}]",[],kpk_fpb,0.0,False,True,C0-baseline
C0,20,4,pengolahan_data,modus,sulit,"Sebuah kelas memiliki 30 siswa. Mereka masing-masing memilih warna favorit dari empat pilihan: merah, hijau, biru, dan kuning. Hasilnya adalah sebagai berikut: merah (5 kali), hijau (6 kali), biru (7 kali), dan kuning (12 kali). Warna favorit yang paling banyak dipilih oleh siswa dikatakan sebagai modus. Berapa kali warna favorit yang paling banyak dipilih?","[""A. 5"", ""B. 6"", ""C. 7"", ""D. 12""]",D,12,"[""Identifikasi frekuensi setiap warna favorit:"", ""- Merah: 5 kali"", ""- Hijau: 6 kali"", ""- Biru: 7 kali"", ""- Kuning: 12 kali"", ""Carilah warna yang memiliki frekuensi tertinggi."", ""Warna kuning memiliki frekuensi tertinggi, yaitu 12 kali.""]",12,[],[],pengolahan_data,0.0,False,True,C0-baseline
C0,21,4,perkalian_pembagian,menghitung hasil perkalian sederhana,sedang,"Sebuah kotak kelereng berisi 8 lusin kelereng. Jika setiap lusin terdiri dari 12 buah kelereng, berapa total kelereng dalam kotak tersebut?","[""A. 72"", ""B. 80"", ""C. 96"", ""D. 100""]",C,96,"[""Setiap lusin terdiri dari 12 buah kelereng."", ""Jadi, 8 lusin kelereng sama dengan 8 x 12 kelereng."", ""Hitunglah 8 x 12 = 96."", ""Jadi, total kelereng dalam kotak tersebut adalah 96 buah.""]",8 x 12 = 96,[],[],perkalian_pembagian,0.0,False,False,C0-baseline
C0,22,4,bilangan,penjumlahan dan pengurangan besar,sulit,"Sebuah toko menjual buku dengan harga Rp 25.000 per buku. Jika Pak Ali membeli 15 buku tersebut, berapakah total biaya belanjanya? Pilihlah jawaban yang benar.","[""A. Rp 37.500"", ""B. Rp 375.000"", ""C. Rp 3.750"", ""D. Rp 37.500""]",B,Rp 375.000,"[""Hitung jumlah harga satu buku: Rp 25.000"", ""Hitung total harga 15 buku: 15 x Rp 25.000"", ""Perhitungan: 15 x 25.000 = 375.000""]",375.000,"[{""chunk_id"": ""id1"", ""source"": ""Matematika SD Kelas 4""}]",[],bilangan,0.0,False,False,C0-baseline
C0,23,4,bilangan,penjumlahan dan pengurangan bilangan puluhan,sedang,"Sebuah toko memiliki 45 buku. Setelah dijual beberapa buku, sisa buku menjadi 37 buku. Berapa banyak buku yang dijual?","[""A. 7"", ""B. 8"", ""C. 9"", ""D. 10""]",B,8,"[""Berdasarkan informasi yang diberikan, kita tahu bahwa sebelum dijual, toko memiliki 45 buku."", ""Setelah dijual, sisa buku menjadi 37 buku."", ""Untuk mengetahui berapa banyak buku yang dijual, kita perlu mengurangi jumlah sisa buku dari jumlah buku semula."", ""Jadi, 45 buku dikurangi 37 buku sama dengan banyak buku yang dijual.""]",45 - 37 = 8,"[{""chunk_id"": ""1234567890"", ""source"": ""Belajar Matematika untuk Anak SD""}]",[],bilangan,0.0,False,True,C0-baseline
C0,24,4,Pecahan,Pecahan campuran,sulit,"Sebuah kotak memiliki 3/4 bola merah dan 1/2 bola biru. Jika semua bola diambil, berapa banyak bola yang terdiri dari pecahan campuran? Tuliskan jawabannya dalam bentuk pecahan campuran.","[""A. 1 1/4"", ""B. 2 1/2"", ""C. 3 1/4"", ""D. 4 1/4""]",A,1 1/4,"[""Bola merah = 3/4"", ""Bola biru = 1/2"", ""Jumlah bola = 3/4 + 1/2"", ""Konversikan kedua pecahan menjadi pecahan dengan penyebut yang sama (4)"", ""3/4 + 2/4 = 5/4"", ""5/4 dapat ditulis sebagai pecahan campuran, yaitu 1 1/4""]",1 1/4,[],[],pecahan,0.0,False,False,C0-baseline
C0,25,4,geometri,luas permukaan,sulit,"Sebuah balok memiliki panjang 15 cm, lebar 10 cm, dan tinggi 5 cm. Luas permukaan balok tersebut adalah...?","[""A. 400 cm²"", ""B. 500 cm²"", ""C. 550 cm²"", ""D. 600 cm²""]",C,550,"[""Hitung luas alas dan tutup balok: \\(15 \text{ cm} \times 10 \text{ cm} = 150 \text{ cm}^2\\)"", ""Hitung luas sisi depan dan belakang: \\(15 \text{ cm} \times 5 \text{ cm} = 75 \text{ cm}^2\\)"", ""Hitung luas sisi samping: \\(10 \text{ cm} \times 5 \text{ cm} = 50 \text{ cm}^2\\)"", ""Total luas permukaan: \\(2 \times (150 \text{ cm}^2 + 75 \text{ cm}^2 + 50 \text{ cm}^2) = 2 \times 275 \text{ cm}^2 = 550 \text{ cm}^2\\)""]",550 	ext{ cm}^2,"[{""chunk_id"": ""balok_luas_permukaan_1"", ""source"": ""https://www.math-only-math.com/area-of-cuboid.html""}]",[],geometri,0.0,False,False,C0-baseline
C0,26,4,pengukuran,massa,mudah,"Sebuah bola memiliki massa sekitar 20 gram. Jika massa bola tersebut dikali 3, maka hasilnya adalah berapa gram?","[""A. 15 gram"", ""B. 40 gram"", ""C. 60 gram"", ""D. 80 gram""]",C,60 gram,"[""Bola memiliki massa sekitar 20 gram."", ""Jika massa bola dikali 3, maka kita perlu mengalikan 20 gram dengan 3."", ""20 gram x 3 = 60 gram.""]",60,"[{""chunk_id"": ""1"", ""source"": """"}]",[],pengukuran,0.0,False,False,C0-baseline
C0,27,4,kpk_fpb,menentukan FPB,sulit,Dua bilangan prima 21 dan 35 memiliki faktor persekutuan terbesar (FPB) sebanyak...,"[""A. 1"", ""B. 5"", ""C. 7"", ""D. 14""]",C,7,"[""Identifikasi faktor-faktor dari masing-masing bilangan."", ""Faktor dari 21 adalah: 1, 3, 7, 21."", ""Faktor dari 35 adalah: 1, 5, 7, 35."", ""Perhatikan faktor persekutuan yang sama antara kedua bilangan."", ""Faktor persekutuan antara 21 dan 35 adalah 1 dan 7."", ""FPB adalah faktor persekutuan terbesar."", ""FPB dari 21 dan 35 adalah 7.""]",7,"[{""chunk_id"": ""id1"", ""source"": ""https://www.scholastic.com/teachers/articles/teaching-content/factoring-prime-numbers""}]",[],kpk_fpb,0.0,False,True,C0-baseline
C0,28,4,pengukuran,massa,mudah,"Sebuah buku berat 200 gram. Jika dibandingkan dengan selembar kertas yang berat 100 gram, buku itu berat sebanyak...","[""A. 100 gram"", ""B. 200 gram"", ""C. 300 gram"", ""D. 400 gram""]",A,100 gram,"[""Buku berat 200 gram."", ""Kertas berat 100 gram."", ""Untuk menentukan berat buku dibandingkan kertas, kita perlu mengurangi berat kertas dari berat buku."", ""200 gram - 100 gram = 100 gram.""]",200 - 100,"[{""chunk_id"": ""1"", ""source"": """"}]",[],pengukuran,0.0,False,False,C0-baseline
C0,29,4,bilangan,penjumlahan dan pengurangan bilangan puluhan,sedang,Sebuah kantin sekolah membeli 32 keripik cireng dan 47 keripik cireng lagi. Jumlah keripik cireng yang dibeli kantin tersebut adalah...?,"[""A. 80"", ""B. 79"", ""C. 78"", ""D. 81""]",B,79,"[""Berdasarkan pernyataan di atas, jumlah keripik cireng yang dibeli adalah 32 + 47."", ""Untuk menjumlahkan 32 dan 47, kita bisa mengambil digit puluhan dan satuan masing-masing bilangan."", ""Digit puluhan dari 32 adalah 3 dan digit puluhan dari 47 adalah 4."", ""Jadi, 3 + 4 = 7."", ""Digit satuan dari 32 adalah 2 dan digit satuan dari 47 adalah 7."", ""Jadi, 2 + 7 = 9."", ""Jadi, hasil penjumlahan 32 + 47 adalah 79.""]",79,"[{""chunk_id"": ""123456"", ""source"": ""Contoh soal ini diadaptasi dari buku matematika kelas 4 SD.""}]",[],bilangan,0.0,False,True,C0-baseline
C0,30,4,perkalian_pembagian,menggunakan sifat komutatif dan distributif dalam operasi perkalian,sulit,"Sebuah toko menjual buku dengan harga Rp 25.000 per buku. Jika Pak A membeli 3 buku dan Pak B membeli 2 buku, berapakah total harga yang harus dibayar oleh kedua belah pihak tersebut? Tuliskan cara penyelesaiannya.","[""A. 100.000"", ""B. 110.000"", ""C. 125.000"", ""D. 130.000""]",C,125.000,"[""Pak A membeli 3 buku, jadi total harga yang harus dibayar Pak A adalah 3 × 25.000 = 75.000."", ""Pak B membeli 2 buku, jadi total harga yang harus dibayar Pak B adalah 2 × 25.000 = 50.000."", ""Jadi, total harga yang harus dibayar oleh kedua belah pihak adalah 75.000 + 50.000 = 125.000.""]",125.000,"[{""chunk_id"": ""1"", ""source"": ""Materi ini didasarkan pada konsep dasar operasi perkalian dan pembagian yang diajarkan di kelas 4 SD.""}]",[],perkalian_pembagian,0.0,False,True,C0-baseline
C0,31,4,Faktor Prima,KPK dan FPB,sulit,"Sebuah bilangan terdiri dari faktor prima 2, 3, dan 7. Apabila bilangan tersebut dinyatakan dalam bentuk perkalian faktornya, hasilnya adalah 84. Bilangan tersebut adalah...","[""A. 6"", ""B. 12"", ""C. 21"", ""D. 84""]",D,84,"[""Identifikasi faktor prima dari 84:"", ""- 84 ÷ 2 = 42 (2 adalah faktor)"", ""- 42 ÷ 2 = 21 (2 adalah faktor lagi)"", ""- 21 ÷ 3 = 7 (3 adalah faktor)"", ""- 7 ÷ 7 = 1 (7 adalah faktor)""]",84,"[{""chunk_id"": ""chunk1"", ""source"": ""Bilangan 84 dapat dinyatakan sebagai perkalian faktor prima 2 x 2 x 3 x 7.""}]",[],kpk_fpb,0.0,False,True,C0-baseline
C0,32,4,Geometri,Luas Bangun Datar,sulit,Sebuah persegi panjang memiliki lebar 8 cm dan keliling 32 cm. Luas persegi panjang tersebut adalah...?,"[""A. 48 cm²"", ""B. 64 cm²"", ""C. 96 cm²"", ""D. 128 cm²""]",B,64,"[""Hitung panjang persegi panjang menggunakan rumus keliling: \\(2 \times (p + l) = 32\\)"", ""Substitusi nilai lebar: \\(2 \times (p + 8) = 32\\)"", ""Sederhanakan persamaan: \\(p + 8 = 16\\)"", ""Hitung panjang: \\(p = 16 - 8 = 8\\) cm"", ""Hitung luas persegi panjang menggunakan rumus: \\(L = p \times l\\)"", ""Substitusi nilai panjang dan lebar: \\(L = 8 \times 8 = 64\\) cm²""]",64 cm²,"[{""chunk_id"": ""geo_4_1"", ""source"": ""Menghitung Keliling dan Luas Bangun Datar""}]",[],geometri,0.0,False,False,C0-baseline
C0,33,4,Pecahan,Pengurangan Pecahan,sulit,Sebuah mangga dibagi menjadi 8 bagian. Seorang anak memakan 3 bagian dari mangga tersebut. Berapa bagian mangga yang tersisa? Tuliskan jawabannya dalam bentuk pecahan.,"[""A. 1/2"", ""B. 3/8"", ""C. 5/8"", ""D. 7/8""]",C,5,"[""Mula-mula, mangga dibagi menjadi 8 bagian."", ""Anak tersebut memakan 3 bagian."", ""Untuk mengetahui bagian yang tersisa, kita kurangkan jumlah bagian yang dikonsumsi dengan total bagian."", ""Jumlah bagian yang tersisa = Total bagian - Bagian yang dikonsumsi"", ""Jadi, bagian yang tersisa = 8 - 3 = 5 bagian.""]",5/8,[],[],pecahan,0.0,False,False,C0-baseline
C0,34,4,aritmetika_sosial,rugi,sulit,"Seorang pedagang membeli 200 kg beras dengan harga Rp 15.000 per kg. Dia menjualnya dengan mengurangi harga 20%. Jika biaya transportasi dan lain-lainnya adalah Rp 200.000, berapa ruginya?","[""A. Rp 500.000"", ""B. Rp 600.000"", ""C. Rp 700.000"", ""D. Rp 800.000""]",D,Rp 800.000,"[""Hitung total biaya pembelian:"", ""200 kg x Rp 15.000 = Rp 3.000.000"", ""Hitung harga penjualan setelah diskon 20%:"", ""Harga awal = Rp 15.000"", ""Diskon = 20% dari Rp 15.000 = 0.20 x Rp 15.000 = Rp 3.000"", ""Harga penjualan = Rp 15.000 - Rp 3.000 = Rp 12.000"", ""Total harga penjualan untuk 200 kg:"", ""200 kg x Rp 12.000 = Rp 2.400.000"", ""Hitung total pengeluaran:"", ""Biaya pembelian + Biaya transportasi = Rp 3.000.000 + Rp 200.000 = Rp 3.200.000"", ""Hitung rugi:"", ""Rugi = Total pengeluaran - Total hasil penjualan = Rp 3.200.000 - Rp 2.400.000 = Rp 800.000""]",Rp 800.000,[],[],aritmetika_sosial,0.0,False,False,C0-baseline
C0,35,4,Pecahan,Pecahan Senilai,mudah,Pecahan \( rac{3}{4} \) sama dengan pecahan yang mana dari pilihan di bawah ini?,"[""A. \\( \frac{2}{3} \\)"", ""B. \\( \frac{3}{5} \\)"", ""C. \\( \frac{6}{8} \\)"", ""D. \\( \frac{9}{12} \\)""]",C,6/8,"[""Pecahan \\( \frac{3}{4} \\) berarti tiga bagian dari empat bagian yang sama besar."", ""Jawabannya adalah \\( \frac{6}{8} \\) karena jika kita kalikan pembilang dan penyebut dengan 2, maka pecahan itu tetap senilai."", ""Coba cek dengan mengubah pecahan \\( \frac{3}{4} \\) menjadi \\( \frac{6}{8} \\).""]",6/8,[],[],pecahan,0.0,False,True,C0-baseline
C0,36,4,penjumlahan_pengurangan,,sedang,"Sebuah toko menjual buku dengan harga Rp 25.000,- setiap buku. Jika Pak Amin membeli 3 buku dan membayar dengan uang Rp 100.000,-, berapa sisa uangnya?","[""A. Rp 20.000,-"", ""B. Rp 30.000,-"", ""C. Rp 25.000,-"", ""D. Rp 40.000,-""]",C,"Rp 25.000,-","[""Hitung total harga 3 buku:"", ""Harga 1 buku = Rp 25.000,-"", ""Jadi, harga 3 buku = 3 × Rp 25.000,- = Rp 75.000,-"", ""Hitung sisa uang:"", ""Uang yang dibayarkan = Rp 100.000,-"", ""Total harga buku = Rp 75.000,-"", ""Sisa uang = Uang yang dibayarkan - Total harga buku = Rp 100.000,- - Rp 75.000,- = Rp 25.000,-""]","Rp 25.000,-",[],[],penjumlahan_pengurangan,0.0,False,False,C0-baseline
